code,name,market,close,volume,trade_value,turnover,short_used_ratio,margin_used_ratio,tv_rank_mkt,tv_pct_mkt,light_full,light_decision,light_top20
1101,台泥,TWSE,25.5,14195611.0,360311209.0,0.0,0.0,0.0,175.0,0.8376865671641791,0.5,0,0
1102,亞泥,TWSE,35.4,4398326.0,155898538.0,0.0,0.0,0.0,242.0,0.7751865671641791,0.5,0,0
1103,嘉泥,TWSE,13.95,286903.0,3979682.0,0.0,0.0,0.0,798.0,0.25652985074626866,0.0,0,0
1104,環泥,TWSE,29.45,452672.0,13341921.0,0.0,0.0,0.0,606.0,0.435634328358209,0.0,0,0
1108,幸福,TWSE,15.15,159601.0,2407590.0,0.0,0.0,0.0,876.0,0.1837686567164179,0.0,0,0
1109,信大,TWSE,15.35,82939.0,1277480.0,0.0,0.0,0.0,947.0,0.11753731343283583,0.0,0,0
1110,東泥,TWSE,16.45,251170.0,4122215.0,0.0,0.0,0.0,792.0,0.2621268656716418,0.0,0,0
1201,味全,TWSE,14.5,413847.0,5982007.0,0.0,0.0,0.0,725.0,0.3246268656716418,0.0,0,0
1203,味王,TWSE,39.5,50835.0,2031161.0,0.0,0.0,0.0,895.0,0.166044776119403,0.0,0,0
1210,大成,TWSE,50.9,1568194.0,79571525.0,0.0,0.0,0.0,327.0,0.6958955223880597,0.0,0,0
1213,大飲,TWSE,10.15,17400.0,177379.0,0.0,0.0,0.0,1059.0,0.013059701492537313,0.0,0,0
1215,卜蜂,TWSE,149.0,494303.0,73743110.0,0.0,0.0,0.0,333.0,0.6902985074626866,0.0,0,0
1216,統一,TWSE,73.0,7809796.0,570061834.0,0.0,0.0,0.0,136.0,0.8740671641791045,0.5,0,0
1217,愛之味,TWSE,10.55,345019.0,3627397.0,0.0,0.0,0.0,813.0,0.24253731343283583,0.0,0,0
1218,泰山,TWSE,18.05,503938.0,9088808.0,0.0,0.0,0.0,655.0,0.38992537313432835,0.0,0,0
1219,福壽,TWSE,13.6,157539.0,2129782.0,0.0,0.0,0.0,892.0,0.16884328358208955,0.0,0,0
1220,台榮,TWSE,12.9,82619.0,1060624.0,0.0,0.0,0.0,969.0,0.09701492537313433,0.0,0,0
1225,福懋油,TWSE,28.7,192753.0,5542417.0,0.0,0.0,0.0,741.0,0.30970149253731344,0.0,0,0
1227,佳格,TWSE,29.0,467876.0,13532419.0,0.0,0.0,0.0,599.0,0.44216417910447764,0.0,0,0
1229,聯華,TWSE,45.2,2205438.0,98998131.0,0.0,0.0,0.0,296.0,0.7248134328358209,0.5,0,0
1231,聯華食,TWSE,92.8,427322.0,39460685.0,0.0,0.0,0.0,434.0,0.5960820895522388,0.0,0,0
1232,大統益,TWSE,148.0,169080.0,24942818.0,0.0,0.0,0.0,502.0,0.5326492537313433,0.0,0,0
1233,天仁,TWSE,32.25,19007.0,611926.0,0.0,0.0,0.0,1019.0,0.05037313432835821,0.0,0,0
1234,黑松,TWSE,36.9,91875.0,3394193.0,0.0,0.0,0.0,823.0,0.2332089552238806,0.0,0,0
1235,興泰,TWSE,41.2,24595.0,1015635.0,0.0,0.0,0.0,971.0,0.09514925373134328,0.0,0,0
1236,宏亞,TWSE,26.25,63900.0,1680546.0,0.0,0.0,0.0,910.0,0.15205223880597016,0.0,0,0
1256,鮮活果汁-KY,TWSE,155.0,74276.0,11508788.0,0.0,0.0,0.0,625.0,0.417910447761194,0.0,0,0
1301,台塑,TWSE,45.4,22830688.0,1041085859.0,0.0,0.0,0.0,93.0,0.914179104477612,1.0,0,0
1303,南亞,TWSE,72.8,102997493.0,7688186164.0,0.0,0.0,0.0,19.0,0.9832089552238806,1.0,0,1
1304,台聚,TWSE,11.4,4031523.0,45719485.0,0.0,0.0,0.0,410.0,0.6184701492537313,0.0,0,0
1305,華夏,TWSE,11.7,1533834.0,17998698.0,0.0,0.0,0.0,556.0,0.4822761194029851,0.0,0,0
1307,三芳,TWSE,30.6,898779.0,27277285.0,0.0,0.0,0.0,488.0,0.5457089552238806,0.0,0,0
1308,亞聚,TWSE,13.3,1242678.0,16569910.0,0.0,0.0,0.0,567.0,0.47201492537313433,0.0,0,0
1309,台達化,TWSE,11.85,1198258.0,14227679.0,0.0,0.0,0.0,592.0,0.44869402985074625,0.0,0,0
1310,台苯,TWSE,9.02,2517160.0,22506042.0,0.0,0.0,0.0,518.0,0.5177238805970149,0.0,0,0
1312,國喬,TWSE,12.6,4410963.0,55921458.0,0.0,0.0,0.0,372.0,0.6539179104477612,0.0,0,0
1313,聯成,TWSE,10.4,2874580.0,29769809.0,0.0,0.0,0.0,472.0,0.5606343283582089,0.0,0,0
1314,中石化,TWSE,7.87,11204775.0,88434722.0,0.0,0.0,0.0,310.0,0.7117537313432836,0.5,0,0
1315,達新,TWSE,64.4,10006.0,643458.0,0.0,0.0,0.0,1013.0,0.055970149253731345,0.0,0,0
1316,上曜,TWSE,13.6,1758372.0,23686570.0,0.0,0.0,0.0,512.0,0.523320895522388,0.0,0,0
1319,東陽,TWSE,104.5,2626459.0,270667253.0,0.0,0.0,0.0,198.0,0.816231343283582,0.5,0,0
1321,大洋,TWSE,32.95,216042.0,7065119.0,0.0,0.0,0.0,700.0,0.34794776119402987,0.0,0,0
1323,永裕,TWSE,18.55,31620.0,589235.0,0.0,0.0,0.0,1024.0,0.0457089552238806,0.0,0,0
1324,地球,TWSE,10.5,32360.0,338612.0,0.0,0.0,0.0,1045.0,0.026119402985074626,0.0,0,0
1325,恆大,TWSE,29.65,301030.0,8941317.0,0.0,0.0,0.0,660.0,0.38526119402985076,0.0,0,0
1326,台化,TWSE,40.75,66071599.0,2725126137.0,0.0,0.0,0.0,44.0,0.9598880597014925,1.0,0,0
1337,再生-KY,TWSE,5.27,253392.0,1340053.0,0.0,0.0,0.0,939.0,0.125,0.0,0,0
1338,廣華-KY,TWSE,19.3,57637.0,1110600.0,0.0,0.0,0.0,962.0,0.10354477611940298,0.0,0,0
1339,昭輝,TWSE,43.7,51819.0,2251045.0,0.0,0.0,0.0,887.0,0.17350746268656717,0.0,0,0
1340,勝悅-KY,TWSE,6.75,158066.0,1080928.0,0.0,0.0,0.0,966.0,0.09981343283582089,0.0,0,0
1341,富林-KY,TWSE,59.8,15303.0,914394.0,0.0,0.0,0.0,977.0,0.08955223880597014,0.0,0,0
1342,八貫,TWSE,102.5,1125453.0,116747370.0,0.0,0.0,0.0,273.0,0.746268656716418,0.5,0,0
1402,遠東新,TWSE,28.0,6139198.0,172379206.0,0.0,0.0,0.0,232.0,0.7845149253731343,0.5,0,0
1409,新纖,TWSE,15.15,1831454.0,27666368.0,0.0,0.0,0.0,485.0,0.5485074626865671,0.0,0,0
1410,南染,TWSE,33.7,40476.0,1351182.0,0.0,0.0,0.0,936.0,0.12779850746268656,0.0,0,0
1413,宏洲,TWSE,10.05,13095.0,129142.0,0.0,0.0,0.0,1065.0,0.007462686567164179,0.0,0,0
1414,東和,TWSE,19.8,320791.0,6295084.0,0.0,0.0,0.0,720.0,0.3292910447761194,0.0,0,0
1416,廣豐,TWSE,11.65,50563.0,591231.0,0.0,0.0,0.0,1022.0,0.04757462686567164,0.0,0,0
1417,嘉裕,TWSE,8.79,81510.0,715457.0,0.0,0.0,0.0,1003.0,0.06529850746268656,0.0,0,0
1418,東華,TWSE,19.6,27042.0,526382.0,0.0,0.0,0.0,1029.0,0.041044776119402986,0.0,0,0
1419,新紡,TWSE,70.1,130988.0,9070023.0,0.0,0.0,0.0,656.0,0.38899253731343286,0.0,0,0
1423,利華,TWSE,38.15,24859.0,945125.0,0.0,0.0,0.0,974.0,0.09235074626865672,0.0,0,0
1432,大魯閣,TWSE,19.15,312606.0,5990367.0,0.0,0.0,0.0,724.0,0.3255597014925373,0.0,0,0
1434,福懋,TWSE,17.5,2845765.0,49782943.0,0.0,0.0,0.0,392.0,0.6352611940298507,0.0,0,0
1435,中福,TWSE,21.55,9052.0,194735.0,0.0,0.0,0.0,1057.0,0.014925373134328358,0.0,0,0
1436,華友聯,TWSE,56.8,411647.0,22970093.0,0.0,0.0,0.0,516.0,0.519589552238806,0.0,0,0
1437,勤益控,TWSE,32.2,114705.0,3677360.0,0.0,0.0,0.0,810.0,0.2453358208955224,0.0,0,0
1438,三地開發,TWSE,31.0,22218.0,689558.0,0.0,0.0,0.0,1006.0,0.0625,0.0,0,0
1439,雋揚,TWSE,29.75,12047.0,357516.0,0.0,0.0,0.0,1044.0,0.027052238805970148,0.0,0,0
1440,南紡,TWSE,13.25,1125672.0,14948464.0,0.0,0.0,0.0,587.0,0.4533582089552239,0.0,0,0
1441,大東,TWSE,10.0,16791.0,168034.0,0.0,0.0,0.0,1062.0,0.010261194029850746,0.0,0,0
1442,名軒,TWSE,30.1,374977.0,11252475.0,0.0,0.0,0.0,627.0,0.416044776119403,0.0,0,0
1443,立益物流,TWSE,26.6,57671.0,1519648.0,0.0,0.0,0.0,921.0,0.1417910447761194,0.0,0,0
1444,力麗,TWSE,6.25,372127.0,2320660.0,0.0,0.0,0.0,881.0,0.1791044776119403,0.0,0,0
1445,大宇,TWSE,15.15,36269.0,550947.0,0.0,0.0,0.0,1027.0,0.04291044776119403,0.0,0,0
1446,宏和,TWSE,16.45,137298.0,2255831.0,0.0,0.0,0.0,886.0,0.17444029850746268,0.0,0,0
1447,力鵬,TWSE,5.37,586984.0,3157478.0,0.0,0.0,0.0,835.0,0.22201492537313433,0.0,0,0
1449,佳和,TWSE,10.8,752562.0,8172301.0,0.0,0.0,0.0,677.0,0.3694029850746269,0.0,0,0
1451,年興,TWSE,17.55,132337.0,2321788.0,0.0,0.0,0.0,880.0,0.18003731343283583,0.0,0,0
1452,宏益,TWSE,11.7,49465.0,575578.0,0.0,0.0,0.0,1025.0,0.04477611940298507,0.0,0,0
1453,大將,TWSE,13.4,249307.0,3342377.0,0.0,0.0,0.0,824.0,0.23227611940298507,0.0,0,0
1454,台富,TWSE,14.65,306719.0,4427213.0,0.0,0.0,0.0,775.0,0.27798507462686567,0.0,0,0
1455,集盛,TWSE,8.48,684176.0,5762538.0,0.0,0.0,0.0,733.0,0.31716417910447764,0.0,0,0
1456,怡華,TWSE,13.1,34020.0,441960.0,0.0,0.0,0.0,1036.0,0.03451492537313433,0.0,0,0
1457,宜進,TWSE,15.0,48935.0,737643.0,0.0,0.0,0.0,999.0,0.06902985074626866,0.0,0,0
1459,聯發,TWSE,11.75,61619.0,724238.0,0.0,0.0,0.0,1001.0,0.06716417910447761,0.0,0,0
1460,宏遠,TWSE,6.78,408841.0,2766923.0,0.0,0.0,0.0,853.0,0.20522388059701493,0.0,0,0
1463,強盛新,TWSE,18.05,28586.0,514431.0,0.0,0.0,0.0,1031.0,0.03917910447761194,0.0,0,0
1464,得力,TWSE,11.05,406810.0,4503655.0,0.0,0.0,0.0,772.0,0.28078358208955223,0.0,0,0
1465,偉全,TWSE,12.35,53475.0,658336.0,0.0,0.0,0.0,1012.0,0.05690298507462686,0.0,0,0
1466,聚隆,TWSE,17.7,2832257.0,49239088.0,0.0,0.0,0.0,398.0,0.6296641791044776,0.0,0,0
1467,南緯,TWSE,7.33,151325.0,1106393.0,0.0,0.0,0.0,963.0,0.10261194029850747,0.0,0,0
1468,昶和,TWSE,12.9,39000.0,499250.0,0.0,0.0,0.0,1032.0,0.03824626865671642,0.0,0,0
1470,大統新創,TWSE,22.6,4247.0,96358.0,0.0,0.0,0.0,1068.0,0.0046641791044776115,0.0,0,0
1471,首利,TWSE,12.0,530932.0,6394286.0,0.0,0.0,0.0,716.0,0.33302238805970147,0.0,0,0
1472,三洋實業,TWSE,90.6,4316.0,392153.0,0.0,0.0,0.0,1042.0,0.028917910447761194,0.0,0,0
1473,台南,TWSE,24.85,362915.0,9117951.0,0.0,0.0,0.0,654.0,0.3908582089552239,0.0,0,0
1474,弘裕,TWSE,10.1,131899.0,1328188.0,0.0,0.0,0.0,941.0,0.12313432835820895,0.0,0,0
1475,業旺,TWSE,30.85,16051.0,490559.0,0.0,0.0,0.0,1033.0,0.03731343283582089,0.0,0,0
1476,儒鴻,TWSE,429.0,980998.0,420410226.0,0.0,0.0,0.0,163.0,0.8488805970149254,0.5,0,0
1477,聚陽,TWSE,313.0,785161.0,246844410.0,0.0,0.0,0.0,208.0,0.8069029850746269,0.5,0,0
1503,士電,TWSE,206.5,2694760.0,559981410.0,0.0,0.0,0.0,138.0,0.8722014925373134,0.5,0,0
1504,東元,TWSE,79.3,9845587.0,789663310.0,0.0,0.0,0.0,113.0,0.8955223880597015,0.5,0,0
1506,正道,TWSE,11.7,202025.0,2343035.0,0.0,0.0,0.0,879.0,0.18097014925373134,0.0,0,0
1512,瑞利,TWSE,8.1,142463.0,1143906.0,0.0,0.0,0.0,956.0,0.10914179104477612,0.0,0,0
1513,中興電,TWSE,163.0,5937909.0,976293871.0,0.0,0.0,0.0,100.0,0.9076492537313433,1.0,0,0
1514,亞力,TWSE,122.0,4737651.0,578250744.0,0.0,0.0,0.0,135.0,0.875,0.5,0,0
1515,力山,TWSE,26.0,193530.0,5026753.0,0.0,0.0,0.0,754.0,0.29757462686567165,0.0,0,0
1516,川飛,TWSE,22.15,41328.0,894492.0,0.0,0.0,0.0,981.0,0.08582089552238806,0.0,0,0
1517,利奇,TWSE,11.75,192062.0,2248905.0,0.0,0.0,0.0,888.0,0.17257462686567165,0.0,0,0
1519,華城,TWSE,966.0,3904381.0,3781495239.0,0.0,0.0,0.0,36.0,0.9673507462686567,1.0,0,0
1521,大億,TWSE,26.6,16145.0,427181.0,0.0,0.0,0.0,1039.0,0.03171641791044776,0.0,0,0
1522,堤維西,TWSE,47.75,569683.0,27107545.0,0.0,0.0,0.0,490.0,0.5438432835820896,0.0,0,0
1524,耿鼎,TWSE,31.1,707880.0,22062296.0,0.0,0.0,0.0,523.0,0.5130597014925373,0.0,0,0
1525,江申,TWSE,63.1,61063.0,3855822.0,0.0,0.0,0.0,805.0,0.25,0.0,0,0
1526,日馳,TWSE,20.1,130520.0,2632116.0,0.0,0.0,0.0,864.0,0.19496268656716417,0.0,0,0
1527,鑽全,TWSE,34.25,116535.0,3972304.0,0.0,0.0,0.0,799.0,0.2555970149253731,0.0,0,0
1528,恩德,TWSE,21.85,19311357.0,434818597.0,0.0,0.0,0.0,161.0,0.8507462686567164,0.5,0,0
1529,樂事綠能,TWSE,22.7,389253.0,8897698.0,0.0,0.0,0.0,663.0,0.3824626865671642,0.0,0,0
1530,亞崴,TWSE,28.85,13956.0,400354.0,0.0,0.0,0.0,1040.0,0.030783582089552237,0.0,0,0
1531,高林股,TWSE,12.4,182748.0,2244604.0,0.0,0.0,0.0,889.0,0.17164179104477612,0.0,0,0
1532,勤美,TWSE,24.25,288430.0,6972738.0,0.0,0.0,0.0,702.0,0.3460820895522388,0.0,0,0
1533,車王電,TWSE,30.75,56328.0,1726511.0,0.0,0.0,0.0,907.0,0.15485074626865672,0.0,0,0
1535,中宇,TWSE,45.0,456472.0,20840401.0,0.0,0.0,0.0,530.0,0.5065298507462687,0.0,0,0
1536,和大,TWSE,61.0,1653081.0,101837520.0,0.0,0.0,0.0,293.0,0.7276119402985075,0.5,0,0
1537,廣隆,TWSE,122.5,45323.0,5542131.0,0.0,0.0,0.0,742.0,0.3087686567164179,0.0,0,0
1538,正峰,TWSE,26.5,16562.0,436333.0,0.0,0.0,0.0,1038.0,0.03264925373134328,0.0,0,0
1539,巨庭,TWSE,17.95,49985.0,900395.0,0.0,0.0,0.0,978.0,0.08861940298507463,0.0,0,0
1540,喬福,TWSE,23.85,222806.0,5333083.0,0.0,0.0,0.0,747.0,0.3041044776119403,0.0,0,0
1541,錩泰,TWSE,24.75,120872.0,3024865.0,0.0,0.0,0.0,840.0,0.21735074626865672,0.0,0,0
1558,伸興,TWSE,95.6,16762.0,1602753.0,0.0,0.0,0.0,917.0,0.1455223880597015,0.0,0,0
